sentence,labels
Ədalətli qanunlar hüquqları qoruyur.,ad nn nn un
Təmiz vicdan rahat yuxu gətirir.,ad nn ad nn un
Böyük sevgi bütün maneələri aşır.,ad nn un nn un
Zərif münasibət xoşbəxtlik yaradır.,ad nn nn un
Dürüst xarakter hörmət qazandırır.,ad nn nn un
Yaradıcı ağıl sənət əsərləri yaradır.,ad nn nn nn un
Təhsil işıqlı gələcək qurur.,nn ad nn un
Sənət estetik zövq verir.,nn ad nn un
Mədəniyyət milli kimliyi formalaşdırır.,nn ad nn un
Texnologiya həyatı asanlaşdırır.,nn nn un
İqtisadiyyat rifahı artırır.,nn nn un
Tarix keçmişi öyrədir.,nn nn un
Coğrafiya dünyanı tanıdır.,nn nn un
Ədəbiyyat insanları düşündürür.,nn nn un
Fəlsəfə həyatı araşdırır.,nn nn un
Antropologiya insanı öyrənir.,nn nn un
Riyaziyyat dünyanı modelləşdirir.,nn nn un
Biologiya canlıları öyrənir.,nn nn un
Ekologiya təbiəti qoruyur.,nn nn un
Astronomiya ulduzları araşdırır.,nn nn un
Arxeologiya qədimi tapıntıları kəşf edir.,nn nn ad nn un
Dəniz mavi və dərin idi.,nn ad un ad un
Səma buludlu və boz idi.,nn ad un ad un
Meşə sıx və yaşıl idi.,nn ad un ad un
Çöl geniş və quru idi.,nn ad un ad un
Dağ yüksək və sərt idi.,nn ad un ad un
Şəhər səsli və canlı idi.,nn ad un ad un
Kənd sakit və dinc idi.,nn ad un ad un
Ev rahat və isti idi.,nn ad un ad un
Otaq təmiz və səliqəli idi.,nn ad un ad un
Mətbəx geniş və işıqlı idi.,nn ad un ad un
Həyət böyük və gözəl idi.,nn ad un ad un
Bağça rəngarəng və ətirli idi.,nn ad un ad un
Dəniz dalğalı və duzlu idi.,nn ad un ad un
Çay axarlı və şəffaf idi.,nn ad un ad un
Göl sakit və dərin idi.,nn ad un ad un
Səhra isti və susuz idi.,nn ad un ad un
Ova düz və geniş idi.,nn ad un ad un
Təpə alçaq və yumşaq idi.,nn ad un ad un
Vulkan aktiv və təhlükəli idi.,nn ad un ad un
Buzlaq soyuq və parlaq idi.,nn ad un ad un
Şəlalə yüksək və gözəl idi.,nn ad un ad un
Mağara qaranlıq və sirli idi.,nn ad un ad un
Sahil qumlu və təmiz idi.,nn ad un ad un
Ada kiçik və yaşıl idi.,nn ad un ad un
Materik böyük və əhəmiyyətli idi.,nn ad un ad un
Ölkə zəngin və qədimi idi.,nn ad un ad un
Şəhərcik sakit və rahat idi.,nn ad un ad un
Kənd təvazökar və sadə idi.,nn ad un ad un
Məhəllə mehriban və yaxın idi.,nn ad un ad un
Qəsəbə kiçik və sevimli idi.,nn ad un ad un
Evim rahat və isti,nn ad un ad
Otaq səliqəli və təmiz,nn ad un ad
Mətbəx geniş və işıqlı,nn ad un ad
Həyət böyük və yaşıl,nn ad un ad
Bağ rəngarəng və ətirli,nn ad un ad
Dəniz mavi və dərin,nn ad un ad
Çay axarlı və təmiz,nn ad un ad
Göl sakit və sərin,nn ad un ad
Meşə sıx və yaşıl,nn ad un ad
Çöl geniş və quru,nn ad un ad
Dağ yüksək və sərt,nn ad un ad
Səhra isti və susuz,nn ad un ad
Ova geniş və düz,nn ad un ad
Təpə alçaq və yumşaq,nn ad un ad
Vulkan aktiv və təhlükəli,nn ad un ad
Buzlaq soyuq və parlaq,nn ad un ad
Şəlalə yüksək və gözəl,nn ad un ad
Mağara qaranlıq və sirli,nn ad un ad
Sahil qumlu və təmiz,nn ad un ad
Ada kiçik və yaşıl,nn ad un ad
Materik böyük və əhəmiyyətli,nn ad un ad
Ölkə zəngin və qədimi,nn ad un ad
Şəhər canlı və səsli,nn ad un ad
Kənd sakit və dinc,nn ad un ad
Şəhərcik sakit və rahat,nn ad un ad
Məhəllə mehriban və yaxın,nn ad un ad
Qəsəbə kiçik və sevimli,nn ad un ad
Sərin külək əsdi,ad nn un
İsti günəş parladı,ad nn un
Sarı yarpaqlar düşdü,ad nn un
Ağ quşlar uçdu,ad nn un
Soyuq yağış yağdı,ad nn un
İsti çay içdim,ad nn un
Şirin meyvə yedim,ad nn un
Acı dərman qəbul etdim,ad nn un un
Turş limon sıxdım,ad nn un
Təmiz su içdim,ad nn un
Çirkli paltar yudum,ad nn un
Quru torpaq suladım,ad nn un
Yaş torpaq əkdim,ad nn un
İsti otaq havalandırdım,ad nn un
Soyuq otaq isitdim,ad nn un
Yüksək səs eşitdim,ad nn un
Alçaq səs dinlədim,ad nn un
Böyük ev gördüm,ad nn un
Kiçik ev təmir etdim,ad nn un un
Yeni maşın sürdüm,ad nn un
Köhnə maşın təmir etdim,ad nn un un
Gözəl qız gördüm,ad nn un
Ağıllı uşaq tərbiyə etdim,ad nn un un
Tənbəl uşaq danladım,ad nn un
Səxavətli insan bəyəndim,ad nn un
Xəsis insan tənqid etdim,ad nn un un
Dürüst dost seçdim,ad nn un
Tənbəl işçi xəbərdarlıq etdim,ad nn un un
Yaxşı müəllim xatırladım,ad nn un
Pis müəllim unutdum,ad nn un
Sadiq yoldaş tapdım,ad nn un
Xain yoldaş itirdim,ad nn un
Kiçik səhv etdim,ad nn un
Uzun səyahət etdim,ad nn un
Geniş dəniz gördüm,ad nn un
Dar dəniz keçdim,ad nn un
Yüksək zirvə fəth etdim,ad nn nn un
Gözəl şəhər gəzdim,ad nn un
Səliqəsiz şəhər tərk etdim,ad nn un un
Yeni kitab oxudum,ad nn un
Maraqlı film izlədim,ad nn un
Dəyərli vaxt keçirdim,ad nn un
Boş vaxt itirdim,ad nn un
Gözəl musiqi dinlədim,ad nn un
Yüksək səs dayandırdım,ad nn un
Çoxlu pul qazandım,ad nn un
Az pul xərclədim,ad nn un
Zəngin insan tanış oldum,ad nn un un
Kasıb insana kömək etdim,ad nn un un
Xəstə bədən müalicə etdim,ad nn nn un
Təmiz ev gördüm,ad nn un
Yeni yemək bişirdim,ad nn un
Dadlı yemək yedim,ad nn un
Soyuq hava narahat etdi,ad nn un un
Gözəl xəbər eşitdim,ad nn un
Sadiq dost tapdım,ad nn un
Ağıllı uşaq bəyəndim,ad nn un
Tənbəl uşaq xəbərdarlıq etdim,ad nn un un
Səxavətli insan kömək etdim,ad nn un un
Dürüst insan təriflədim,ad nn un
Yalançı insan ittiham etdim,ad nn un un
Çalışqan işçi işə götürdüm,ad nn nn un
Tənbəl işçi işdən çıxartdım,ad nn nn un
Sıkıcı səyahət tərk etdim,ad nn nn un
Maraqlı kitab oxudum,ad nn un
Yorucu kitab atdım,ad nn un
Səssiz gecə sevdim,ad nn un
Səsli gecə qaçdım,ad nn un
Təmiz hava ciyərlərimi doldurdu,ad nn nn un
Çirkli hava məni xəstə etdi,ad nn nn un un
"Bahar gəldi, gözəl çiçəklər açdı.",nn un ad nn un
"Payız gəldi, rəngli yarpaqlar düşdü.",nn un ad nn un
"Qış gəldi, soyuq qar yağdı.",nn un ad nn un
"Yay gəldi, isti günəş parladı.",nn un ad nn un
Böyük sevgi ürəkləri birləşdirdi.,ad nn nn un
Kiçik diqqət xoşbəxtlik yaratdı.,ad nn nn un
Sadiq dost həmişə yanında oldu.,ad nn un un un
Yalançı söz qəlbləri qırdı.,ad nn nn un
Güclü iradə çətinlikləri aşdı.,ad nn nn un
Tənbəl insan heç nə qazanmadı.,ad nn un un un
Xəsis əl heç nə vermədi.,ad nn un un un
Dürüst xarakter hörmət qazandı.,ad nn nn un
Əyri yol fəlakətə apardı.,ad nn nn un
Təqlidçi ağıl heç nə yaratmadı.,ad nn un un un
İdman sağlam bədən təmin etdi.,nn ad nn un un
Zərərli vərdiş xəstəlik gətirdi.,ad nn nn un
Təhsil işıqlı gələcək qurdu.,nn ad nn un
Cahillik qaranlıq yol açdı.,nn ad nn un
Sənət estetik zövq verdi.,nn ad nn un
Mədəniyyət milli kimliyi formalaşdırdı.,nn ad nn un
Saxta elm yanlış bilik yaydı.,ad nn ad nn un
Texnologiya həyatı asanlaşdırdı.,nn nn un
Təbiət həyatı çətinləşdirdi.,nn nn un
İqtisadiyyat rifahı artırdı.,nn nn un
Büdcə kasadlığı rifahı azaltdı.,nn nn nn un
Anarxiya cəmiyyəti məhv etdi.,nn nn nn un
Tarix keçmişi öyrətdi.,nn nn un
Coğrafiya dünyanı tanıtdı.,nn nn un
Sərhəd bölgüləri dünyanı parçaladı.,nn nn nn un
Ədəbiyyat insanları düşündürdü.,nn nn un
Fəlsəfə həyatı araşdırdı.,nn nn un
Fanatizm həyatı məhv etdi.,nn nn nn un
Hipnoz insanı manipulyasiya etdi.,nn nn nn un
Antropologiya insanı öyrəndi.,nn nn un
Rasizm insanı ayrı-seçkilik etdi.,nn nn nn un
Riyaziyyat dünyanı modelləşdirdi.,nn nn un
Narkomaniya maddəni məhv etdi.,nn nn nn un
Biologiya canlıları öyrəndi.,nn nn un
Ekologiya təbiəti qorudu.,nn nn un
Çirklənmə təbiəti məhv etdi.,nn nn nn un
Astronomiya ulduzları araşdırdı.,nn nn un
"Mənim sevimli kitabım, çox maraqlıdır.",un un nn un ad
"Yeni avtomobil, çox bahalıdır.",ad nn un ad
"Gözəl qız, məktəbə getdi.",ad nn un un
"Uzun yol, çox təhlükəlidir.",ad nn un ad
"İsti çay, soyuq havada yaxşıdır.",ad nn ad nn un
"Mənim dostum, ağıllı və çalışqandır.",un nn ad un ad
"Bu gün, yağışlı və soyuqdur.",un nn ad un ad
"O, güclü və cəsurdur.",un ad un ad
"Kitab, maraqlı və informativdir.",nn ad un ad
"Mənim evim, rahat və sərindir.",un nn ad un ad
"O, zəngin və məşhurdur.",un ad un ad
"Musiqi, sakit və gözəldir.",nn ad un ad
"Rəssam, istedadlı və yaradıcıdır.",nn ad un ad
"Həkim, bacarıqlı və diqqətlidir.",nn ad un ad
"Müəllim, bilikli və səbirlidir.",nn ad un ad
"O, səliqəli və təmizdir.",un ad un ad
"Mənim paltarım, yeni və modədir.",un nn ad un ad
"O, mehriban və qayğıkeşdir.",un ad un ad
"Bu, dadlı və şirindir.",un ad un ad
"O, gümrah və enerjilidir.",un ad un ad
"Mənim maşınım, sürətli və etibarlıdır.",un nn ad un ad
"O, dürüst və səmimidir.",un ad un ad
"Bu, rahat və praktikdir.",un ad un ad
"O, müstəqil və azaddır.",un ad un ad
"Mənim planım, sadə və effektivdir.",un nn ad un ad
"Göy, mavi və təmizdir.",nn ad un ad
"O, xeyirxah və comərddir.",un ad un ad
"Bu, əlverişli və münasibdir.",un ad un ad
"O, yaradıcı və innovativdir.",un ad un ad
"Mənim yanaşmam, fərqli və orijinaldır.",un nn ad un ad
"O, məsuliyyətli və vicdanlıdır.",un ad un ad
"Bu, əhəmiyyətli və vacibdir.",un ad un ad
"O, optimist və nikbindir.",un ad un ad
"Mənim ümidim, böyük və güclüdür.",un nn ad un ad
"O, istiqanlı və səmimidir.",un ad un ad
"Bu, faydalı və zəruridir.",un ad un ad
"O, səmimi və açıqdır.",un ad un ad
"Mənim xəyalım, parlaq və böyükdür.",un nn ad un ad
"O, qabiliyyətli və istedadlıdır.",un ad un ad
"Bu, gözəl və bənzərsizdir.",un ad un ad
"O, mədəni və nəzakətlidir.",un ad un ad
"Mənim dərsim, maraqlı və əyləncəlidir.",un nn ad un ad
"O, həvəsli və coşğundur.",un ad un ad
"Bu, dəyərli və qiymətlidir.",un ad un ad
"O, ağıllı və zəkalıdır.",un ad un ad
"Mənim təklifim, cazibədar və sərfəlidir.",un nn ad un ad
"O, dözümlü və səbirlidir.",un ad un ad
"Bu, rahat və əlverişlidir.",un ad un ad
"O, məqsədyönlü və inadkardır.",un ad un ad
"Mənim ideyam, maraqlı və innovativdir.",un nn ad un ad
"O, bacarıqlı və təcrübəlidir.",un ad un ad
"Bu, praktik və effektivdir.",un ad un ad
"O, ehtiyatlı və diqqətlidir.",un ad un ad
"Mənim rəyim, səmimi və ədalətlidir.",un nn ad un ad
"O, təvazökar və sadədir.",un ad un ad
"Bu, ucuz və sərfəlidir.",un ad un ad
"O, qətiyyətli və iradəlidir.",un ad un ad
"Mənim fikrim, ədalətli və obyektivdir.",un nn ad un ad
"O, açıq və səmimidir.",un ad un ad
"Bu, rahat və əyləncəlidir.",un ad un ad
"O, aktiv və enerjilidir.",un ad un ad
"Mənim həyatım, maraqlı və zəngindir.",un nn ad un ad
"O, müvəffəqiyyətli və uğurludur.",un ad un ad
"Bu, vacib və önəmlidir.",un ad un ad
"O, xeyirxah və insaflıdır.",un ad un ad
"Mənim məqsədim, böyük və ucadır.",un nn ad un ad
"Bu, gözəl və heyranedicidir.",un ad un ad
"O, zəkalı və düşüncəlidir.",un ad un ad
"Mənim arzularım, parlaq və ümidlidir.",un nn ad un ad
"O, qabiliyyətli və bacarıqlıdır.",un ad un ad
"Bu, maraqlı və heyranedicidir.",un ad un ad
Soyuq hava bədənimi üşüdür.,ad nn nn un
Mənim sevimli kitabım maraqlıdır.,un ad nn ad
Mənim yeni telefonum bahalıdır.,un ad nn ad
Mənim sevimli rəngim mavidir.,un ad nn ad
Mənim sevimli yeməyim dolmadır.,un ad nn nn
Mənim sevimli musiqim klassikdir.,un ad nn ad
Mənim sevimli filmim komediyadır.,un ad nn nn
Mənim sevimli idmanım futboldur.,un ad nn nn
Mənim sevimli meyvəm almadır.,un ad nn nn
Mənim sevimli içkim çaydır.,un ad nn nn
Mənim sevimli serialım dramadır.,un ad nn nn
Mənim sevimli rəngim yaşıldır.,un ad nn ad
Mənim sevimli idmanım şahmatdır.,un ad nn nn
Mənim sevimli meyvəm banandır.,un ad nn nn
Mənim sevimli içkim qəhvədir.,un ad nn nn
Mənim sevimli serialım aksiyadır.,un ad nn nn
Mənim sevimli rəngim bənövşəyidir.,un ad nn ad
Mənim sevimli idmanım voleyboldur.,un ad nn nn
Mənim sevimli filmim fantastikadır.,un ad nn nn
Mənim sevimli meyvəm ananasdır.,un ad nn nn
Mənim sevimli içkim süddür.,un ad nn nn
Mənim sevimli serialım macəradır.,un ad nn nn
Mənim sevimli rəngim qızılıdır.,un ad nn ad
Mənim sevimli idmanım basketboldur.,un ad nn nn
Mənim sevimli filmim trillerdir.,un ad nn nn
Mənim sevimli meyvəm narıncıdır.,un ad nn ad
Mənim sevimli içkim kompotdur.,un ad nn nn
Mənim sevimli serialım dedektivdir.,un ad nn nn
Mənim sevimli rəngim turuncudur.,un ad nn ad
Mənim sevimli idmanım üzgüçülükdür.,un ad nn nn
Mənim sevimli filmim vesternadır.,un ad nn nn
Mənim sevimli meyvəm heyvadır.,un ad nn nn
Mənim sevimli içkim kvasdır.,un ad nn nn
Mənim sevimli rəngim yaşılıdır.,un ad nn ad
"Yeni avtomobil, sürətli yol və təhlükəsiz sürücülük vacibdir.",ad nn ad nn un ad nn un
"Yeni, maraqlı film çox bəyənildi.",ad ad nn un un
Gözəl musiqi qəlbimi oxşadı.,ad nn nn un
Qırmızı gül və ağ zanbaqlar bağçanı bəzəyir.,ad nn un ad nn nn un
Uca dağlar və yaşıl meşələr mənzərəni gözəlləşdirir.,ad nn un ad nn nn un
"Yeni avtomobil, çox sürətlidir.",ad nn un ad
"Kiçik ev, kənddə yerləşirdi.",ad nn un un
"Dadlı yemək, süfrədə gözləyirdi.",ad nn un un
"Yüksək dağlar, buludlara toxunurdu.",ad nn un un
"Dərin dəniz, sirrlərlə doludur.",ad nn un ad
"Dostluq, həyatın ən gözəl hissəsidir.",nn un un ad nn
"Ailə, həyatın ən vacib hissəsidir.",nn un un ad nn
"Kitab, bilik mənbəyidir.",nn nn un
"Kino, əyləncə mənbəyidir.",nn nn un
"Bağ, dincəlmək üçün əladır.",nn un un ad
"Hovuz, üzmək üçün əladır.",nn un un ad
"Velosiped, idman etmək üçün əladır.",nn nn un un ad
"Motosiklet, sürətli sürmək üçün əladır.",nn ad un un ad
"Balıq, dəniz məhsuludur.",nn nn un
"Ət, yemək üçün əladır.",nn un un ad
"Tərəvəz, sağlam qidalanmaq üçün əladır.",nn ad un un ad
"Meyvə, vitamin mənbəyidir.",nn nn un
"Çay, istirahət üçün əladır.",nn un un ad
"Kofe, oyanmaq üçün əladır.",nn un un ad
"Şirə, vitamin mənbəyidir.",nn nn un
"Piroq, qonaqlar üçün əladır.",nn nn un ad
"Salat, tərəvəzlərdən hazırlanır.",nn nn un
"Kotlet, ətdən hazırlanır.",nn nn un
"Dolma, yarpaqdan hazırlanır.",nn nn un
"Plov, düyüdən hazırlanır.",nn nn un
"Kababs, ətdən hazırlanır.",nn nn un
"Toyuq qızartması, yemək üçün əladır.",nn nn nn un ad
"Kartof qızartması, yemək üçün əladır.",nn nn nn un ad
"Pizza, italyan yeməyidir.",nn ad nn
"Hamburger, fast fooddur.",nn un nn
"Sendviç, yemək üçün əladır.",nn un un ad
"Makaron, italyan yeməyidir.",nn ad nn
"Spagetti, italyan yeməyidir.",nn ad nn
"Lazanya, italyan yeməyidir.",nn ad nn
"Qəhvəyi saçlar, gözəl görünür.",ad nn un ad
"Mavi gözlər, cazibədardır.",ad nn un
"Uzun əllər, işləmək üçün əladır.",ad nn un un ad
"Qısa ayaqlar, gəzmək üçün əladır.",ad nn un un ad
"Zəif ürək, xəstəlik əlamətidir.",ad nn nn un
"Qara dırnaqlar, qorxunc görünür.",ad nn un ad
"Ağ dişlər, gülümsəmək üçün əladır.",ad nn un un ad
"Təmiz dəri, gözəl görünür.",ad nn un ad
"Quru dodaqlar, narahatlıq əlamətidir.",ad nn nn un
"İsti hava, dincəlmək üçün əladır.",ad nn un un ad
"Soyuq külək, üşütmək üçün əladır.",ad nn un un ad
"Qarlı hava, əylənmək üçün əladır.",ad nn un un ad
"Günəşli gün, gəzmək üçün əladır.",ad nn un un ad
"Buludlu səma, yağış gözlənilir.",ad nn un un
"Küləkli hava, uçmaq üçün əladır.",ad nn un un ad
"Şimşəkli gecə, qorxmaq üçün əladır.",ad nn un un ad
"İldırımlı hava, təhlükəlidir.",ad nn un
"Bahar, təbiət canlanır.",nn nn un
"Yay, istirahət vaxtıdır.",nn nn un
"Payız, yarpaqlar saralır.",nn nn un
"Qış, qar yağır.",nn nn un
"Səhər, gün başlayır.",nn nn un
"Günorta, yemək vaxtıdır.",nn nn un
"Axşam, dincəlmək vaxtıdır.",nn nn un
"Gecə, yatmaq vaxtıdır.",nn nn un
"Çərşənbə axşamı, görüş vaxtıdır.",nn nn nn un
"Çərşənbə, həftənin ortasıdır.",nn nn un
"Cümə axşamı, istirahət gözlənilir.",nn nn nn un
"Cümə, həftənin sonudur.",nn nn un
"Şənbə, əylənmək vaxtıdır.",nn nn un
"Bazar, dincəlmək vaxtıdır.",nn nn un
"Yanvar, ilin ilk ayıdır.",nn nn ad nn
"Fevral, sevgi ayıdır.",nn nn nn
"Mart, bahar ayıdır.",nn nn nn
"Aprel, çiçəklər açılır.",nn nn un
"May, istirahət ayıdır.",nn nn nn
"İyun, yay ayıdır.",nn nn nn
"Avqust, tətil ayıdır.",nn nn nn
"Sentyabr, məktəb başlayır.",nn nn un
"Oktyabr, payız ayıdır.",nn nn nn
"Dekabr, ilin son ayıdır.",nn nn ad nn
"Azərbaycan, gözəl ölkədir.",nn ad nn
"Bakı, gözəl şəhərdir.",nn ad nn
"Gəncə, böyük şəhərdir.",nn ad nn
"Sumqayıt, sənaye şəhəridir.",nn nn nn
"Lənkəran, çay şəhəridir.",nn nn nn
"Şəki, tarixi şəhərdir.",nn ad nn
"Quba, alma şəhəridir.",nn nn nn
"Qəbələ, turizm şəhəridir.",nn nn nn
"Oğuz, dağlıq ərazidir.",nn ad nn
"Zaqatala, fındıq diyarıdır.",nn nn nn
"Balakən, meşəlik ərazidir.",nn nn nn
"Qazax, sərhəd bölgəsidir.",nn nn nn
"Ağstafa, şərab diyarıdır.",nn nn nn
"Tovuz, dağlıq ərazidir.",nn ad nn
"Gədəbəy, yaylaq rayonudur.",nn nn nn
"Daşkəsən, mədən rayonudur.",nn nn nn
"Kəlbəcər, işğal olunmuş rayondur.",nn un ad nn
"Laçın, işğal olunmuş rayondur.",nn un ad nn
"Xocalı, qanlı faciənin yeridir.",nn ad nn nn
"Ağdam, xarabalıq şəhəridir.",nn nn nn
"Füzuli, cəbhə xəttindədir.",nn nn nn
"Cəbrayıl, azad edilmiş rayondur.",nn un ad nn
"Zəngilan, azad edilmiş rayondur.",nn un ad nn
"Qubadlı, azad edilmiş rayondur.",nn un ad nn
"Şuşa, Qarabağın incisidir.",nn nn nn
"Xankəndi, Qarabağın paytaxtıdır.",nn nn nn
"Xocavənd, Qarabağın rayonudur.",nn nn nn
"Bərdə, tarixi bölgədir.",nn ad nn
"Ağcabədi, pambıq diyarıdır.",nn nn nn
"Beyləqan, suvarma rayonudur.",nn nn nn
"İmişli, pambıq diyarıdır.",nn nn nn
"Sabirabad, suvarma rayonudur.",nn nn nn
"Saatlı, pambıq diyarıdır.",nn nn nn
"Salyan, balıqçılıq rayonudur.",nn nn nn
"Neftçala, neft rayonudur.",nn nn nn
"Biləsuvar, sərhəd rayonudur.",nn nn nn
"Masallı, subtropik zonadır.",nn ad nn
"Yardımlı, dağlıq rayondur.",nn ad nn
"Lerik, uzunömürlülər diyarıdır.",nn ad nn
"Astara, sahil şəhəridir.",nn nn nn
"Muğan, düzənlik ərazidir.",nn ad nn
"Şirvan, qədim şəhərdir.",nn ad nn
"Hacıqabul, göl rayonudur.",nn nn nn
"Kürdəmir, üzüm diyarıdır.",nn nn nn
"Ucar, pambıq diyarıdır.",nn nn nn
"Zərdab, suvarma rayonudur.",nn nn nn
"Göygöl, gözəl göldür.",nn ad nn
"Yevlax, dəmiryol qovşağıdır.",nn nn nn
"Mingəçevir, enerji şəhəridir.",nn nn nn
"Naftalan, sağlamlıq mərkəzidir.",nn nn nn
"Şirvanşahlar sarayı, tarixi abidədir.",nn nn ad nn
"Qız qalası, qədim abidədir.",nn nn ad nn
"Atəşgah, od məbədidir.",nn nn nn
"Gobustan, qayaüstü rəsmləridir.",nn nn nn
"Xan sarayı, Şəkidə yerləşir.",nn nn un un
"Heydər Əliyev Mərkəzi, müasir memarlıq nümunəsidir.",nn nn nn ad nn nn
"Alov qüllələri, Bakının simvoludur.",nn nn nn nn
"Fəvvarələr meydanı, Bakının mərkəzidir.",nn nn nn nn
"Nizami küçəsi, ticarət mərkəzidir.",nn nn nn nn
"Təzə bazar, ərzaq bazarıdır.",nn nn nn nn
"Yaşıl bazar, təbii məhsulların yeridir.",ad nn ad nn nn
"Gülüstan sarayı, konsert zalıdır.",nn nn nn nn
"Azərbaycan Tarix Muzeyi, tarixi əsərlərin yeridir.",nn nn nn ad nn nn
"Xalça Muzeyi, xalça sənətinin mərkəzidir.",nn nn nn nn nn
"Zooloji park, heyvan növlərinin yeridir.",ad nn nn nn nn
"Dağlıq Qarabağ, gözəl bölgədir.",ad nn ad nn
"Naxçıvan, qədim diyardır.",nn ad nn
"Lənkəran, subtropik zonadır.",nn ad nn
"Cəlilabad, tərəvəzçilik rayonudur.",nn nn nn
"Neftçala, neft sənayesi mərkəzidir.",nn nn nn nn
"Şirvan, sənaye şəhəridir.",nn nn nn
"Kürdəmir, üzümçülük rayonudur.",nn nn nn
"Ucar, pambıqçılıq rayonudur.",nn nn nn
"Yevlax, nəqliyyat qovşağıdır.",nn nn nn
"Ağcabədi, heyvandarlıq rayonudur.",nn nn nn
"Beyləqan, pambıqçılıq rayonudur.",nn nn nn
"Sabirabad, pambıqçılıq rayonudur.",nn nn nn
"Füzuli, cəbhəyanı zonadır.",nn nn nn
"Xocalı, qanlı faciənin şahididir.",nn ad nn nn
"Şuşa, Qarabağın ürəyidir.",nn nn nn
"Xankəndi, erməni işğalı altındadır.",nn un nn nn
"Cəbrayıl, Cənubi Azərbaycanla sərhəddir.",nn ad nn un
"Füzuli, cəbhə xəttinə yaxındır.",nn nn nn ad
"Xocalı, soyqırım qurbanıdır.",nn nn nn
"Şuşa, mədəniyyət mərkəzidir.",nn nn nn
"Zəngilan, Araz vadisində yerləşir.",nn nn nn un
"Füzuli, mina basdırılmış ərazilərlə doludur.",nn un ad nn un
"Ağdam, xarabalığa çevrilmiş şəhərdir.",nn un ad nn
"Xocalı, insanlığa qarşı cinayətdir.",nn un nn nn
"Şuşa, bərpa olunmuş şəhərdir.",nn un ad nn
"Xankəndi, Azərbaycanın ayrılmaz hissəsidir.",nn nn ad nn
